run_label,parameter_name,parameter_value,subgroup,rows,log_loss,auc,accuracy
colsample_bytree=0.7,colsample_bytree,0.7,weight_class:featherweight,126,0.6776456236839294,0.5975704316360816,0.5952380952380952
colsample_bytree=0.9,colsample_bytree,0.9,weight_class:featherweight,126,0.6709468364715576,0.6071336262600155,0.5634920634920635
colsample_bytree=1.0,colsample_bytree,1.0,weight_class:featherweight,126,0.6753973364830017,0.5973119669165158,0.5793650793650794
gamma=0.5,gamma,0.5,weight_class:featherweight,126,0.6708229184150696,0.6115275264926338,0.5793650793650794
gamma=1.0,gamma,1.0,weight_class:featherweight,126,0.6725717186927795,0.607650555699147,0.5952380952380952
gamma=2.0,gamma,2.0,weight_class:featherweight,126,0.6729058027267456,0.6125613853708969,0.5873015873015873
learning_rate=0.03,learning_rate,0.03,weight_class:featherweight,126,0.6722058653831482,0.599638149392608,0.5634920634920635
learning_rate=0.07,learning_rate,0.07,weight_class:featherweight,126,0.6724099516868591,0.6112690617730681,0.5952380952380952
learning_rate=0.1,learning_rate,0.1,weight_class:featherweight,126,0.6699185371398926,0.6117859912121995,0.5873015873015873
max_depth=3,max_depth,3,weight_class:featherweight,126,0.6729397773742676,0.6066166968208839,0.5793650793650794
max_depth=5,max_depth,5,weight_class:featherweight,126,0.6690993905067444,0.6094598087361075,0.5555555555555556
max_depth=6,max_depth,6,weight_class:featherweight,126,0.673698365688324,0.596019643318687,0.5793650793650794
min_child_weight=1,min_child_weight,1,weight_class:featherweight,126,0.6701262593269348,0.6066166968208839,0.5476190476190477
min_child_weight=5,min_child_weight,5,weight_class:featherweight,126,0.6703864932060242,0.6110105970535021,0.5793650793650794
min_child_weight=7,min_child_weight,7,weight_class:featherweight,126,0.6679506897926331,0.6079090204187129,0.5714285714285714
n_estimators=150,n_estimators,150,weight_class:featherweight,126,0.6708229184150696,0.6115275264926338,0.5793650793650794
n_estimators=500,n_estimators,500,weight_class:featherweight,126,0.6708229184150696,0.6115275264926338,0.5793650793650794
n_estimators=800,n_estimators,800,weight_class:featherweight,126,0.6708229184150696,0.6115275264926338,0.5793650793650794
reg_alpha=0.1,reg_alpha,0.1,weight_class:featherweight,126,0.6698352694511414,0.6115275264926338,0.5714285714285714
reg_alpha=0.5,reg_alpha,0.5,weight_class:featherweight,126,0.669779360294342,0.6110105970535021,0.5714285714285714
reg_alpha=1.0,reg_alpha,1.0,weight_class:featherweight,126,0.6722894906997681,0.6048074437839235,0.5793650793650794
reg_lambda=10.0,reg_lambda,10.0,weight_class:featherweight,126,0.6699802875518799,0.615921426725252,0.6190476190476191
reg_lambda=2.0,reg_lambda,2.0,weight_class:featherweight,126,0.6688913106918335,0.6120444559317654,0.5873015873015873
reg_lambda=5.0,reg_lambda,5.0,weight_class:featherweight,126,0.6726891994476318,0.602998190746963,0.5873015873015873
subsample=0.6,subsample,0.6,weight_class:featherweight,126,0.6710160374641418,0.6102352028948048,0.5634920634920635
subsample=0.7,subsample,0.7,weight_class:featherweight,126,0.6727690696716309,0.6097182734556733,0.5793650793650794
subsample=0.9,subsample,0.9,weight_class:featherweight,126,0.6693592667579651,0.6102352028948048,0.5873015873015873
subsample=1.0,subsample,1.0,weight_class:featherweight,126,0.6714181900024414,0.6001550788317395,0.5793650793650794
